Isaiah Thomas,76,76,33.8,28.9,0.6,2.1,2.7,5.9,0.9,0.2,2.8,2.2,2.1
Avery Bradley,55,55,33.4,16.3,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,1.4
Al Horford,68,68,32.3,14.0,1.4,5.4,6.8,5.0,0.8,1.3,1.7,2.0,2.9
Jae Crowder,72,72,32.4,13.9,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,1.9
Marcus Smart,79,24,30.4,10.6,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,2.3
Kelly Olynyk,75,6,20.5,9.0,1.0,3.8,4.8,2.0,0.6,0.4,1.3,2.8,1.5
Jaylen Brown,78,20,17.2,6.6,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,0.9
Amir Johnson,80,77,20.1,6.5,1.5,3.1,4.6,1.8,0.6,0.8,1.0,2.6,1.8
Gerald Green,47,0,11.4,5.6,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1.0,1.3
Terry Rozier,74,0,17.1,5.5,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,2.8
Jonas Jerebko,78,6,15.8,3.8,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,1.8
Tyler Zeller,51,5,10.3,3.5,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,2.1
James Young,29,0,7.6,2.3,0.2,0.7,0.9,0.1,0.3,0.1,0.1,0.5,1.0
Demetrius Jackson,5,0,3.4,2.0,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,INF
Jordan Mickey,25,1,5.6,1.5,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,0.8
Jimmy Butler,76,75,37.0,23.9,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,2.6
Dwyane Wade,60,59,29.9,18.3,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,1.7
Taj Gibson,55,55,27.3,11.6,2.2,4.8,6.9,1.1,0.5,0.9,1.4,2.2,0.8
Nikola Mirotic,70,15,24.0,10.6,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,0.9
Robin Lopez,81,81,28.0,10.4,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,0.9
Doug McDermott,44,4,24.5,10.2,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,1.4
Rajon Rondo,69,42,26.7,7.8,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,2.7
Bobby Portis,64,13,15.6,6.8,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,0.9
Michael Carter-Williams,45,19,18.8,6.6,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,1.7
Jerian Grant,63,28,16.3,5.9,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,2.8
Paul Zipser,44,18,19.2,5.5,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,0.9
Denzel Valentine,57,0,17.1,5.1,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,1.3
Cameron Payne,11,0,12.9,4.9,0.1,1.5,1.5,1.4,0.4,0.0,1.2,1.3,1.2
Cristiano Felicio,66,0,15.8,4.8,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,1.2
Isaiah Canaan,39,0,15.2,4.6,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,1.8
Anthony Morrow,9,0,9.7,4.6,0.1,0.1,0.2,0.7,0.2,0.0,0.0,0.4,INF
Joffrey Lauvergne,20,1,12.1,4.5,1.1,2.4,3.4,1.0,0.4,0.0,0.8,0.6,1.2
RJ Hunter,3,0,3.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Paul Millsap,69,67,34.0,18.1,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,1.6
Dennis Schroder,79,78,31.5,17.9,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,1.9
Tim Hardaway Jr.,79,30,27.3,14.5,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,1.7
Dwight Howard,74,74,29.7,13.5,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,0.6
Kent Bazemore,73,64,26.9,11.0,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,1.4
Ersan Ilyasova,26,12,24.3,10.4,1.6,4.2,5.8,1.6,0.8,0.3,1.3,2.8,1.3
Kyle Korver,32,21,27.9,9.5,0.0,2.8,2.8,2.3,0.7,0.4,1.3,1.5,1.9
Thabo Sefolosha,62,42,25.7,7.2,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,1.8
Mike Muscala,70,3,17.7,6.2,1.1,2.3,3.4,1.4,0.4,0.6,0.8,1.4,1.7
Taurean Prince,59,10,16.6,5.7,0.4,2.2,2.7,0.9,0.7,0.5,1.0,1.6,0.9
Mike Dunleavy,30,0,15.8,5.6,0.4,1.9,2.3,1.0,0.3,0.2,0.5,1.2,2.1
Malcolm Delaney,73,2,17.1,5.4,0.1,1.5,1.7,2.6,0.5,0.0,1.3,1.5,2.0
Kris Humphries,56,4,12.3,4.6,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,1.0
Jose Calderon,17,2,14.5,3.6,0.4,1.5,1.9,2.2,0.2,0.0,0.9,0.8,2.5
DeAndre' Bembry,38,1,9.8,2.7,0.4,1.2,1.6,0.8,0.2,0.1,0.4,0.6,1.8
Mike Scott,18,0,10.8,2.5,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.1
Gary Neal,2,0,9.0,2.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,INF
Edy Tavares,1,0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Patterson,5,0,8.0,1.8,0.2,1.2,1.4,1.2,0.2,0.0,0.8,1.2,1.5
Ryan Kelly,16,0,6.9,1.6,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,2.0
Brook Lopez,75,75,29.6,20.5,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,1.0
Jeremy Lin,36,33,24.5,14.5,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,2.1
Bojan Bogdanovic,55,54,26.9,14.2,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,1.0
Sean Kilpatrick,70,24,25.1,13.1,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7,1.2
Trevor Booker,71,43,24.7,10.0,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,1.1
Rondae Hollis Jefferson,78,50,22.6,8.7,1.2,4.6,5.8,2.0,1.1,0.6,1.5,2.3,1.3
Joe Harris,52,11,21.9,8.2,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,1.0
Caris LeVert,57,26,21.7,8.2,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,1.9
Archie Goodwin,12,0,15.3,7.9,0.6,1.8,2.3,1.9,0.3,0.3,1.2,0.6,1.6
Isaiah Whitehead,73,26,22.5,7.4,0.4,2.1,2.5,2.6,0.6,0.5,1.9,2.4,1.4
Spencer Dinwiddie,59,18,22.6,7.3,0.5,2.3,2.8,3.1,0.7,0.4,1.1,2.0,2.8
Justin Hamilton,64,7,18.4,6.9,1.1,3.0,4.1,0.9,0.5,0.7,0.7,1.4,1.3
Quincy Acy,32,1,15.9,6.5,0.6,2.8,3.3,0.6,0.4,0.5,0.6,1.8,0.9
KJ McDaniels,20,0,14.7,6.3,0.5,2.2,2.6,0.5,0.6,0.5,1.0,1.3,0.5
Yogi Ferrell,10,0,15.1,5.4,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,1.2
Randy Foye,69,40,18.6,5.2,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,1.7
Luis Scola,36,1,12.8,5.1,1.4,2.4,3.9,1.0,0.4,0.1,0.9,1.8,1.1
Anthony Bennett,23,1,11.5,5.0,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,1.0
Andrew Nicholson,10,0,11.1,3.0,0.4,2.3,2.7,0.3,0.5,0.0,0.6,1.8,0.5
Chris McCullough,14,0,5.1,2.5,0.6,0.6,1.2,0.1,0.1,0.1,0.1,0.5,1.0
Greivis Vasquez,3,0,13.0,2.3,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,5.0
LeBron James,74,74,37.8,26.4,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,2.1
Kyrie Irving,72,72,35.1,25.2,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,2.3
Kevin Love,60,60,31.4,19.0,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,1.0
Kyle Korver,35,1,24.5,10.7,0.2,2.6,2.8,1.0,0.3,0.2,0.8,1.7,1.2
Channing Frye,74,15,18.9,9.1,0.5,3.4,3.9,0.6,0.4,0.5,0.7,1.9,0.8
Dahntay Jones,1,0,12.0,9.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0
JR Smith,41,35,29.0,8.6,0.4,2.3,2.8,1.5,1.0,0.3,0.6,1.9,2.4
Tristan Thompson,78,78,29.9,8.1,3.7,5.5,9.2,1.0,0.5,1.1,0.8,2.3,1.2
Iman Shumpert,76,31,25.5,7.5,0.5,2.4,2.9,1.4,0.8,0.4,1.0,2.0,1.4
Deron Williams,24,4,20.3,7.5,0.0,1.8,1.9,3.6,0.3,0.3,1.7,1.8,2.2
Derrick Williams,25,0,17.1,6.2,0.1,2.2,2.3,0.6,0.2,0.1,0.6,1.1,1.0
Edy Tavares,1,0,24.0,6.0,4.0,6.0,10.0,1.0,0.0,6.0,2.0,3.0,0.5
Richard Jefferson,79,13,20.4,5.7,0.4,2.2,2.6,1.0,0.3,0.1,0.7,1.9,1.5
Mike Dunleavy,23,2,15.9,4.6,0.2,1.8,2.0,0.9,0.3,0.1,0.6,1.4,1.4
Jordan McRae,37,4,10.4,4.4,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,1.4
Kay Felder,42,0,9.2,4.0,0.1,0.9,1.0,1.4,0.4,0.2,0.7,0.9,1.9
James Jones,48,2,7.9,2.8,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,1.4
DeAndre Liggins,61,19,12.3,2.4,0.3,1.4,1.7,0.9,0.7,0.2,0.7,1.3,1.3
Chris Andersen,12,0,9.5,2.3,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,1.0
Larry Sanders,5,0,2.6,0.8,0.6,0.2,0.8,0.0,0.2,0.2,0.4,1.0,0.0
Andrew Bogut,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Kemba Walker,79,79,34.7,23.2,0.6,3.3,3.9,5.5,1.1,0.3,2.1,1.5,2.6
Nicolas Batum,77,77,34.0,15.1,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,2.4
Frank Kaminsky,75,16,26.1,11.7,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,2.1
Marvin Williams,76,76,30.2,11.2,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8,1.8
Marco Belinelli,74,0,24.0,10.5,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,2.1
Cody Zeller,62,58,27.8,10.3,2.2,4.3,6.5,1.6,1.0,0.9,1.0,3.0,1.5
Jeremy Lamb,62,5,18.4,9.7,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,1.9
Michael Kidd-Gilchrist,81,81,29.0,9.2,1.9,5.0,7.0,1.4,1.0,1.0,0.7,2.3,2.0
Spencer Hawes,35,1,17.9,7.3,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,1.6
Ramon Sessions,50,1,16.2,6.2,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,2.8
Roy Hibbert,42,13,16.0,5.2,1.3,2.3,3.6,0.5,0.2,1.0,0.7,2.3,0.6
Johnny O'Bryant III,4,0,8.5,4.5,1.0,1.0,2.0,1.0,0.0,0.0,0.8,1.5,1.3
Briante Weber,13,0,12.2,3.8,0.6,1.0,1.6,1.3,0.7,0.0,0.4,0.9,3.4
Brian Roberts,41,2,10.1,3.5,0.1,0.9,1.0,1.3,0.2,0.0,0.6,0.4,2.0
Christian Wood,13,0,8.2,2.7,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,0.3
Miles Plumlee,13,0,13.4,2.4,1.2,2.1,3.2,0.2,0.5,0.3,0.6,1.9,0.4
Treveon Graham,27,1,7.0,2.1,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.0
Mike Tobey,2,0,12.5,1.0,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
Aaron Harrison,5,0,3.4,0.2,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,INF
Carmelo Anthony,74,74,34.3,22.4,0.8,5.1,5.9,2.9,0.8,0.4,2.1,2.7,1.4
Kristaps Porzingis,66,65,32.8,18.1,1.7,5.5,7.2,1.5,0.7,2.0,1.8,3.7,0.8
Derrick Rose,64,64,32.5,18.0,1.0,2.8,3.8,4.4,0.7,0.3,2.3,1.3,1.9
Courtney Lee,77,74,31.9,10.8,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8,2.6
Brandon Jennings,58,11,24.6,8.6,0.4,2.3,2.6,4.9,0.9,0.1,1.8,1.4,2.7
Willy Hernangomez,72,22,18.4,8.2,2.4,4.6,7.0,1.3,0.6,0.5,1.4,2.1,1.0
Justin Holiday,82,4,20.0,7.7,0.3,2.4,2.7,1.2,0.8,0.4,0.8,1.3,1.5
Kyle O'Quinn,79,8,15.6,6.3,2.0,3.6,5.6,1.5,0.5,1.3,1.0,2.2,1.5
Mindaugas Kuzminskas,68,5,14.9,6.3,0.7,1.2,1.9,1.0,0.4,0.2,0.8,1.2,1.4
Lance Thomas,46,15,21.0,6.0,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,1.4
Chasson Randle,18,0,12.5,5.3,0.4,1.2,1.6,1.6,0.3,0.1,0.9,1.6,1.8
Joakim Noah,46,46,22.1,5.0,3.5,5.2,8.8,2.2,0.7,0.8,1.3,2.8,1.8
Ron Baker,52,13,16.5,4.1,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,1.9
Maurice Ndour,32,4,10.3,3.1,0.7,1.3,2.0,0.3,0.5,0.2,0.4,0.9,0.6
Sasha Vujacic,42,4,9.7,3.0,0.3,1.1,1.4,1.2,0.3,0.0,0.4,0.9,3.3
Marshall Plumlee,21,1,8.1,1.9,1.1,1.3,2.4,0.5,0.2,0.2,0.6,1.1,0.8
Tobias Harris,82,48,31.3,16.1,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6,1.5
Reggie Jackson,52,50,27.4,14.5,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,2.4
Marcus Morris Sr.,79,79,32.5,14.0,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,1.8
Kentavious Caldwell-Pope,76,75,33.3,13.8,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,2.2
Andre Drummond,81,81,29.7,13.6,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,0.6
Jon Leuer,75,34,25.9,10.2,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,1.7
Ish Smith,81,32,24.1,9.4,0.3,2.6,2.9,5.2,0.8,0.4,1.4,1.6,3.7
Beno Udrih,39,0,14.4,5.8,0.2,1.3,1.5,3.4,0.3,0.0,0.9,0.7,3.6
Boban Marjanovic,35,0,8.4,5.5,1.3,2.4,3.7,0.3,0.2,0.3,0.3,0.7,0.9
Aron Baynes,75,2,15.5,4.9,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,0.6
Reggie Bullock Jr.,31,5,15.1,4.5,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,2.9
Stanley Johnson,77,1,17.8,4.4,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,1.5
Darrun Hilliard,39,1,9.8,3.3,0.1,0.8,0.8,0.8,0.3,0.1,0.7,1.0,1.2
Henry Ellenson,19,2,7.7,3.2,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,0.5
Michael Gbinije,9,0,3.6,0.4,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,INF
Goran Dragic,73,73,33.7,20.3,0.8,3.0,3.8,5.8,1.2,0.2,2.9,2.7,2.0
Hassan Whiteside,77,77,32.6,17.0,3.8,10.3,14.1,0.7,0.7,2.1,2.0,2.9,0.4
Dion Waiters,46,43,30.1,15.8,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,1.9
Tyler Johnson,73,0,29.8,13.7,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,2.6
James Johnson,76,5,27.4,12.8,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6,1.6
