Jayson Tatum,76,76,35.9,26.9,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,1.5
Jaylen Brown,66,66,33.6,23.6,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,1.3
Dennis Schroder,49,25,29.2,14.4,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,2.0
Marcus Smart,71,71,32.3,12.1,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,2.6
Derrick White,26,4,27.4,11.0,0.5,2.8,3.3,3.5,0.6,0.6,1.2,2.2,3.0
Al Horford,69,69,29.1,10.2,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,3.6
Robert Williams III,61,61,29.6,10.0,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,1.9
Josh Richardson,44,0,24.7,9.7,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,1.7
Daniel Theis,21,6,18.7,7.9,1.3,3.4,4.7,1.0,0.4,0.7,0.7,2.3,1.4
Grant Williams,77,21,24.4,7.8,0.8,2.7,3.6,1.0,0.5,0.7,0.8,2.4,1.3
Payton Pritchard,71,2,14.1,6.2,0.5,1.4,1.9,2.0,0.3,0.1,0.6,0.9,3.4
Romeo Langford,44,5,16.5,4.7,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,1.2
Jabari Parker,12,0,9.3,4.4,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,0.8
Aaron Nesmith,52,3,11.0,3.8,0.3,1.4,1.7,0.4,0.4,0.1,0.6,1.3,0.7
Enes Freedom,35,1,11.7,3.7,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,0.4
Matt Ryan,1,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sam Hauser,26,0,6.1,2.5,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,5.0
Luke Kornet,12,0,7.1,2.2,0.8,1.3,2.1,0.7,0.3,0.2,0.0,0.6,INF
Joe Johnson,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Jackson,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Fitts,8,0,3.5,1.9,0.3,0.6,0.9,0.6,0.0,0.0,0.0,0.1,INF
Brodric Thomas,12,0,5.0,1.8,0.2,0.7,0.8,0.9,0.1,0.1,0.5,0.6,1.8
Nik Stauskas,6,0,2.5,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.0
